62,41,20
91,70,98
35,18,49
68,39,15
1,25,19
22,97,24
43,86,75
86,31,13
39,53,100
95,16,81
23,50,42
60,10,91
45,52,5
45,40,99
53,95,29
8,1,27
31,29,57
39,76,31
18,45,59
63,49,57
3,46,86
21,4,57
29,36,4
6,62,83
87,32,81
91,100,2
47,30,69
94,23,14
28,55,91
96,18,16
94,52,90
60,23,74
40,41,88
12,61,23
65,6,44
79,58,67
10,87,55
60,54,37
29,43,80
49,3,68
76,4,100
62,52,17
78,88,10
35,32,72
19,62,54
99,1,14
96,39,13
14,21,4
35,50,97
60,78,94
51,62,95
32,40,82
76,69,44
49,68,17
27,39,5
91,100,24
88,98,68
32,88,69
45,70,17
48,19,35
21,88,8
13,84,32
16,54,77
60,19,46
20,14,29
53,99,26
94,46,70
52,62,23
14,22,12
5,71,25
17,62,37
33,10,80
1,5,61
48,48,100
45,20,41
3,85,17
70,72,93
65,54,33
19,22,89
77,25,17
78,41,60
89,99,52
76,13,65
94,88,50
88,68,54
71,74,47
69,12,78
57,4,46
23,29,57
49,59,17
92,30,18
81,81,81
61,57,32
36,92,51
74,86,23
79,68,84
96,42,41
29,11,60
94,12,82
95,85,5
49,18,60
60,18,16
75,93,38
22,52,70
42,66,15
96,65,45
70,55,2
58,34,72
95,85,39
44,57,65
54,63,24
57,23,18
6,8,41
68,62,87
96,68,42
71,56,100
20,89,71
86,14,87
28,81,50
84,73,48
30,65,87
31,60,57
55,85,15
34,34,76
64,19,63
22,4,56
73,14,56
40,57,24
76,100,63
14,26,60
82,87,94
75,81,80
69,8,96
9,20,10
7,36,88
9,70,96
24,28,78
61,58,19
53,5,53
2,93,18
69,63,79
77,25,24
83,99,68
35,74,6
24,29,35
45,75,50
32,64,6
14,8,5
2,17,25
4,51,80
25,48,13
16,79,33
63,26,3
29,50,43
90,51,44
88,65,75
56,4,26
42,60,66
64,72,25
81,67,87
44,3,58
31,17,62
40,80,26
7,11,90
12,99,29
62,5,21
29,59,16
43,98,63
23,11,34
2,5,52
61,50,100
58,73,45
88,59,95
70,61,4
55,6,41
36,7,44
77,55,11
79,24,55
90,7,62
3,9,10
68,15,24
47,85,93
90,32,31
98,63,75
15,24,40
100,65,56
29,35,95
18,12,73
56,68,12
68,70,95
3,6,80
84,15,30
41,13,76
97,73,82
12,55,45
85,69,8
1,74,13
14,98,60
16,17,20
43,77,78
26,66,71
80,39,83
1,64,50
18,76,95
86,5,9
31,59,71
83,62,25
8,80,80
47,49,17
65,82,22
29,39,64
97,63,55
77,72,64
30,84,81
33,61,25
17,2,66
18,13,43
53,59,73
46,74,75
91,77,26
20,86,63
4,31,92
67,1,36
25,70,73
39,32,83
29,67,50
95,45,50
18,16,98
24,7,74
73,22,17
5,65,6
48,40,58
54,37,6
37,67,72
